sweep,family,instance,formulation,solver,per_source,reps_off,reps_on,t_tot_off,t_tot_on,d_t_tot_pct,t_pr_off,t_pr_on,d_t_pr_pct,per_price_us_off,per_price_us_on,d_per_price_pct,iters_off,iters_on,cols_off,cols_on,priced_off,priced_on,traj_moved,traj_stable,pricing_share_pct,cut_rate_pct,pred_wall_pct,obj_off,obj_on,d_obj_rel,lb_delta,exit_off,exit_on,spread_off_pct
gridplanar_path_tree,grid,grid8,tree,copt-gpu,1.4577259475218658,3,3,5.401,4.842,-10.34993519718571,0.035,0.028,-20.000000000000007,3.540191586838817,3.1397174254317113,-11.312217194570131,23,21,1487,1603,9604,8918,1,0,0.6480281429364934,62.80099341323831,-0.07330635101091551,41710751.404912,41710838.990896,2.0998419124321763e-06,-642.9143500030041,gap,gap,5.714285714285699
gridplanar_path_tree,grid,grid9,path,copt-gpu,2.0202020202020203,3,3,5.652,5.637,-0.26539278131635824,0.044,0.036,-18.181818181818183,3.7296037296037294,3.1620553359683794,-15.217391304347824,19,19,3509,3407,11385,11385,1,0,0.7784854918612879,59.6750109793588,-0.11846518354410902,82652986.450709,82652978.646983,9.441553581645598e-08,59.78759600222111,gap,gap,13.636363636363635
gridplanar_path_tree,grid,grid9,tree,copt-gpu,2.0202020202020203,3,3,7.528,6.563,-12.818809776833156,0.065,0.044,-32.307692307692314,3.6475869809203143,2.932551319648094,-19.602977667493796,27,25,2467,2627,16335,15345,1,0,0.8634431455897982,55.483870967741936,-0.1692605670014741,82652982.354788,82653096.07626,1.3758907271726234e-06,-300.0823689997196,gap,gap,20.000000000000007
gridplanar_path_tree,planar,planar100,path,copt-gpu,10.85,3,3,1.935,1.937,0.10335917312661508,0.004,0.005,25.0,3.6363636363636362,4.545454545454546,25.000000000000014,9,9,4150,4150,1100,1100,0,1,0.20671834625323,47.09090909090909,0.05167958656330753,231340800.035001,231340800.035001,0.0,0.6971690058708191,gap,gap,50.0
gridplanar_path_tree,planar,planar100,tree,copt-gpu,10.85,3,3,4.21,4.131,-1.876484560570065,0.007,0.007,0.0,2.6923076923076925,2.6923076923076925,0.0,22,22,822,822,2600,2600,0,1,0.16627078384798102,26.615384615384617,0.0,231344992.214054,231344992.21406,2.6022042079667458e-14,0.2816869914531708,gap,gap,0.0
gridplanar_path_tree,planar,planar1000,path,copt-gpu,20.026,3,3,25.684,25.756,0.2803301666407069,0.238,0.238,0.0,12.526315789473685,12.526315789473685,0.0,17,17,83894,83894,19000,19000,0,1,0.926646939729014,27.721052631578946,0.0,3449618257.586778,3449618257.586792,4.008639958197683e-15,33.51888990402222,gap,gap,13.445378151260506
gridplanar_path_tree,planar,planar1000,tree,copt-gpu,20.026,3,3,41.165,40.974,-0.46398639621037896,0.636,0.573,-9.9056603773585,11.357142857142858,10.418181818181818,-8.267581475128651,51,50,8537,8578,56000,55000,1,0,1.5450018219361108,14.549090909090909,-0.12773428442079005,3449663661.461962,3449619378.936481,1.2836766081264049e-05,86856.03964710236,gap,gap,7.3899371069182465
gridplanar_path_tree,planar,planar150,path,copt-gpu,14.926666666666666,3,3,4.603,4.603,0.0,0.009,0.009,0.0,3.75,3.75,0.0,14,14,9776,9776,2400,2400,0,0,0.19552465783184877,27.958333333333332,0.0,548091372.107577,548091372.107577,0.0,1.3844130039215088,gap,gap,11.111111111111104
gridplanar_path_tree,planar,planar150,tree,copt-gpu,14.926666666666666,3,3,11.77,11.913,1.2149532710280433,0.02,0.022,9.999999999999993,2.5157232704402515,2.7672955974842766,9.999999999999998,49,49,1501,1498,7950,7950,1,0,0.16992353440951571,11.383647798742139,0.01699235344095157,548088810.354112,548089165.361317,6.477183958200051e-07,19072.85601603985,gap,gap,9.999999999999993
gridplanar_path_tree,planar,planar30,path,copt-gpu,3.1724137931034484,3,3,1.438,1.439,0.06954102920724005,0.002,0.002,0.0,5.747126436781609,5.747126436781609,0.0,8,8,211,211,348,348,0,1,0.13908205841446455,77.58620689655173,0.0,44350624.0,44350624.0,0.0,0.11389700323343277,gap,gap,50.0
