sweep,family,instance,formulation,solver,arm,rep,commodities,sources,per_source,iterations,columns,objective,lower_bound,optimal,exit,t_tot,t_lp,t_pr,t_sp,cutoff_enabled,cut,priced,cut_rate_pct,per_price_us
gridplanar_path_tree,planar,planar500,path,copt-gpu,on,rep3,3525,500,7.05,8,11279,481985162.109281,481947765.902957,1,gap,2.253,2.213,0.03,0.004,1,2620,5000,52.4,6.0
gridplanar_path_tree,planar,planar500,tree,copt-gpu,off,rep1,3525,500,7.05,12,3269,481988459.777583,481969144.659687,1,gap,2.506,2.446,0.042,0.006,0,0,7500,0.0,5.6
gridplanar_path_tree,planar,planar500,tree,copt-gpu,off,rep2,3525,500,7.05,12,3275,481987762.30485,481968592.822797,1,gap,2.613,2.554,0.041,0.005,0,0,7500,0.0,5.466666666666667
gridplanar_path_tree,planar,planar500,tree,copt-gpu,off,rep3,3525,500,7.05,12,3277,481987950.565405,481956129.577043,1,gap,2.694,2.635,0.042,0.005,0,0,7500,0.0,5.6
gridplanar_path_tree,planar,planar500,tree,copt-gpu,on,rep1,3525,500,7.05,12,3275,481987762.304851,481968600.379833,1,gap,2.505,2.451,0.036,0.006,1,3089,7500,41.18666666666667,4.8
gridplanar_path_tree,planar,planar500,tree,copt-gpu,on,rep2,3525,500,7.05,12,3279,481987530.045638,481956422.46137,1,gap,2.663,2.61,0.035,0.005,1,3003,7500,40.04,4.666666666666667
gridplanar_path_tree,planar,planar500,tree,copt-gpu,on,rep3,3525,500,7.05,12,3231,481988302.520226,481953736.801833,1,gap,2.691,2.636,0.037,0.005,1,3018,7500,40.24,4.933333333333334
gridplanar_path_tree,planar,planar80,path,copt-gpu,off,rep1,543,80,6.7875,10,2360,182438134.00002,182438131.958298,1,gap,2.122,2.113,0.003,0.002,0,0,1040,0.0,2.8846153846153846
gridplanar_path_tree,planar,planar80,path,copt-gpu,off,rep2,543,80,6.7875,10,2613,182438134.0,182438131.9772,1,gap,2.15,2.14,0.005,0.002,0,0,1120,0.0,4.464285714285714
gridplanar_path_tree,planar,planar80,path,copt-gpu,off,rep3,543,80,6.7875,10,2360,182438134.00002,182438131.958298,1,gap,2.149,2.139,0.003,0.002,0,0,1040,0.0,2.8846153846153846
gridplanar_path_tree,planar,planar80,path,copt-gpu,on,rep1,543,80,6.7875,10,2613,182438134.0,182438132.414779,1,gap,2.032,2.024,0.003,0.002,1,621,1120,55.44642857142857,2.6785714285714284
gridplanar_path_tree,planar,planar80,path,copt-gpu,on,rep2,543,80,6.7875,10,2613,182438134.0,182438132.414779,1,gap,2.126,2.117,0.004,0.002,1,621,1120,55.44642857142857,3.5714285714285716
gridplanar_path_tree,planar,planar80,path,copt-gpu,on,rep3,543,80,6.7875,10,2613,182438134.0,182438132.414779,1,gap,2.184,2.175,0.004,0.002,1,621,1120,55.44642857142857,3.5714285714285716
gridplanar_path_tree,planar,planar80,tree,copt-gpu,off,rep1,543,80,6.7875,25,729,182438134.018296,182438131.611492,1,gap,4.713,4.693,0.006,0.004,0,0,2240,0.0,2.6785714285714284
gridplanar_path_tree,planar,planar80,tree,copt-gpu,off,rep2,543,80,6.7875,25,729,182438134.018297,182438131.611492,1,gap,4.769,4.746,0.007,0.007,0,0,2240,0.0,3.125
gridplanar_path_tree,planar,planar80,tree,copt-gpu,off,rep3,543,80,6.7875,25,729,182438134.018298,182438131.611492,1,gap,4.697,4.678,0.006,0.004,0,0,2240,0.0,2.6785714285714284
gridplanar_path_tree,planar,planar80,tree,copt-gpu,on,rep1,543,80,6.7875,25,729,182438134.018298,182438131.817781,1,gap,4.501,4.483,0.005,0.004,1,410,2240,18.303571428571427,2.232142857142857
gridplanar_path_tree,planar,planar80,tree,copt-gpu,on,rep2,543,80,6.7875,26,709,182438768.94145,182437207.606106,1,gap,4.94,4.917,0.008,0.005,1,459,2320,19.78448275862069,3.4482758620689653
gridplanar_path_tree,planar,planar80,tree,copt-gpu,on,rep3,543,80,6.7875,25,729,182438134.018298,182438131.817781,1,gap,4.811,4.792,0.006,0.004,1,410,2240,18.303571428571427,2.6785714285714284
gridplanar_path_tree,planar,planar800,path,copt-gpu,off,rep1,12756,800,15.945,10,52896,1167385798.522225,1167292803.934007,1,gap,6.006,5.794,0.094,0.033,0,0,9600,0.0,9.791666666666666
gridplanar_path_tree,planar,planar800,path,copt-gpu,off,rep2,12756,800,15.945,10,52896,1167385798.522217,1167292803.934031,1,gap,6.362,6.099,0.142,0.033,0,0,9600,0.0,14.791666666666666
gridplanar_path_tree,planar,planar800,path,copt-gpu,off,rep3,12756,800,15.945,10,52896,1167385798.522213,1167292803.934021,1,gap,6.411,6.185,0.106,0.032,0,0,9600,0.0,11.041666666666666
gridplanar_path_tree,planar,planar800,path,copt-gpu,on,rep1,12756,800,15.945,10,52896,1167385798.522223,1167292813.186543,1,gap,5.948,5.742,0.092,0.031,1,3399,9600,35.40625,9.583333333333334
gridplanar_path_tree,planar,planar800,path,copt-gpu,on,rep2,12756,800,15.945,10,52896,1167385798.522206,1167292813.186585,1,gap,6.233,6.019,0.095,0.032,1,3399,9600,35.40625,9.895833333333334
gridplanar_path_tree,planar,planar800,path,copt-gpu,on,rep3,12756,800,15.945,10,52896,1167385798.522221,1167292813.18655,1,gap,6.441,6.218,0.101,0.031,1,3399,9600,35.40625,10.520833333333334
gridplanar_path_tree,planar,planar800,tree,copt-gpu,off,rep1,12756,800,15.945,23,6324,1167373872.737834,1167329873.260839,1,gap,7.74,7.384,0.186,0.035,0,0,20800,0.0,8.942307692307692
gridplanar_path_tree,planar,planar800,tree,copt-gpu,off,rep2,12756,800,15.945,23,6324,1167373872.737824,1167329873.260842,1,gap,7.972,7.618,0.184,0.035,0,0,20800,0.0,8.846153846153847
gridplanar_path_tree,planar,planar800,tree,copt-gpu,off,rep3,12756,800,15.945,23,6324,1167373872.737835,1167329873.260848,1,gap,8.074,7.711,0.192,0.036,0,0,20800,0.0,9.23076923076923
gridplanar_path_tree,planar,planar800,tree,copt-gpu,on,rep1,12756,800,15.945,23,6324,1167373872.737828,1167329873.565698,1,gap,7.731,7.384,0.18,0.036,1,3269,20800,15.716346153846153,8.653846153846153
gridplanar_path_tree,planar,planar800,tree,copt-gpu,on,rep2,12756,800,15.945,23,6324,1167373872.737825,1167329873.565696,1,gap,8.049,7.698,0.181,0.039,1,3269,20800,15.716346153846153,8.701923076923077
gridplanar_path_tree,planar,planar800,tree,copt-gpu,on,rep3,12756,800,15.945,23,6324,1167373872.737819,1167329873.565711,1,gap,8.234,7.877,0.186,0.035,1,3269,20800,15.716346153846153,8.942307692307692
intermodal_tree,intermodal,BUS-13160-0,tree,copt-cpu,off,rep1,13135,13135,1.0,26,15089,348361.500163,348336.740538,1,gap,4.788,0.589,2.34,1.837,0,0,55542,0.0,42.13027978826834
intermodal_tree,intermodal,BUS-13160-0,tree,copt-cpu,off,rep2,13135,13135,1.0,26,15089,348361.500163,348336.740538,1,gap,4.782,0.591,2.324,1.835,0,0,55542,0.0,41.842209499117786
intermodal_tree,intermodal,BUS-13160-0,tree,copt-cpu,off,rep3,13135,13135,1.0,26,15089,348361.500163,348336.740538,1,gap,4.731,0.577,2.315,1.819,0,0,55542,0.0,41.6801699614706
intermodal_tree,intermodal,BUS-13160-0,tree,copt-cpu,on,rep1,13135,13135,1.0,21,15008,348361.5,348359.961517,1,gap,4.176,0.474,2.197,1.488,1,40199,55211,72.80976616978501,39.792794914056984
intermodal_tree,intermodal,BUS-13160-0,tree,copt-cpu,on,rep2,13135,13135,1.0,21,15008,348361.5,348359.961517,1,gap,4.203,0.476,2.23,1.48,1,40199,55211,72.80976616978501,40.39050189273877
intermodal_tree,intermodal,BUS-13160-0,tree,copt-cpu,on,rep3,13135,13135,1.0,21,15008,348361.5,348359.953041,1,gap,4.202,0.464,2.245,1.476,1,40200,55212,72.81025863942621,40.6614504093313
intermodal_tree,intermodal,BUS-13160-0,tree,copt-gpu,off,rep1,13135,13135,1.0,26,15089,348361.500163,348336.740538,1,gap,9.005,4.777,2.355,1.852,0,0,55542,0.0,42.40034568434698
intermodal_tree,intermodal,BUS-13160-0,tree,copt-gpu,off,rep2,13135,13135,1.0,26,15089,348361.500163,348336.740538,1,gap,8.891,4.676,2.332,1.863,0,0,55542,0.0,41.98624464369306
intermodal_tree,intermodal,BUS-13160-0,tree,copt-gpu,on,rep1,13135,13135,1.0,21,15008,348361.5,348359.953041,1,gap,7.511,3.81,2.185,1.498,1,40200,55212,72.81025863942621,39.57473013113091
intermodal_tree,intermodal,BUS-13160-0,tree,copt-gpu,on,rep2,13135,13135,1.0,21,15008,348361.5,348359.953041,1,gap,7.502,3.804,2.191,1.49,1,40200,55212,72.81025863942621,39.683402158950955
intermodal_tree,intermodal,BUS-18424-0,tree,copt-cpu,off,rep1,18388,18388,1.0,42,21144,485027.000005,484989.633613,1,gap,9.776,1.268,4.639,3.83,0,0,94518,0.0,49.0805984045367
intermodal_tree,intermodal,BUS-18424-0,tree,copt-cpu,off,rep2,18388,18388,1.0,33,21144,485025.500001,484993.076081,1,gap,8.376,0.975,4.369,3.001,0,0,94277,0.0,46.3421619270872
intermodal_tree,intermodal,BUS-18424-0,tree,copt-cpu,off,rep3,18388,18388,1.0,33,21144,485025.500001,484993.074018,1,gap,8.47,0.976,4.451,3.013,0,0,94273,0.0,47.21394248618374
intermodal_tree,intermodal,BUS-18424-0,tree,copt-cpu,on,rep1,18388,18388,1.0,32,20906,485032.000322,485007.798403,1,gap,7.514,0.903,3.678,2.902,1,55124,76055,72.4791269476037,48.359739662086646
intermodal_tree,intermodal,BUS-18424-0,tree,copt-cpu,on,rep2,18388,18388,1.0,32,20906,485032.000322,485007.798403,1,gap,7.516,0.915,3.646,2.925,1,55124,76055,72.4791269476037,47.93899151929525
intermodal_tree,intermodal,BUS-18424-0,tree,copt-cpu,on,rep3,18388,18388,1.0,32,20906,485032.00009,485007.951796,1,gap,7.525,0.911,3.68,2.903,1,55124,76055,72.4791269476037,48.38603642101111
intermodal_tree,intermodal,BUS-18424-0,tree,copt-gpu,off,rep1,18388,18388,1.0,33,21144,485025.500001,484993.074018,1,gap,13.646,6.3,4.334,2.979,0,0,94273,0.0,45.972866037996035
intermodal_tree,intermodal,BUS-18424-0,tree,copt-gpu,off,rep2,18388,18388,1.0,33,21144,485025.500001,484993.074018,1,gap,13.786,6.343,4.416,2.995,0,0,94273,0.0,46.84268030082845
intermodal_tree,intermodal,BUS-18424-0,tree,copt-gpu,on,rep1,18388,18388,1.0,32,20906,485032.00009,485007.951796,1,gap,12.685,6.104,3.66,2.89,1,55124,76055,72.4791269476037,48.12306883176648
intermodal_tree,intermodal,BUS-18424-0,tree,copt-gpu,on,rep2,18388,18388,1.0,32,20906,485032.000103,485007.944257,1,gap,12.62,6.079,3.611,2.897,1,55124,76055,72.4791269476037,47.47879823811715
intermodal_tree,intermodal,BUS-23688-0,tree,copt-cpu,off,rep1,23643,23643,1.0,13,27331,624891.00213,624830.570363,1,gap,7.109,0.56,5.075,1.457,0,0,97029,0.0,52.30395036535469
intermodal_tree,intermodal,BUS-23688-0,tree,copt-cpu,off,rep2,23643,23643,1.0,13,27331,624891.00213,624830.570363,1,gap,7.006,0.558,4.959,1.471,0,0,97029,0.0,51.10843149986086
intermodal_tree,intermodal,BUS-23688-0,tree,copt-cpu,off,rep3,23643,23643,1.0,13,27331,624891.0,624830.559131,1,gap,6.951,0.561,4.899,1.474,0,0,97042,0.0,50.48329589250015
intermodal_tree,intermodal,BUS-23688-0,tree,copt-cpu,on,rep1,23643,23643,1.0,20,27345,624894.000001,624846.243112,1,gap,8.212,0.846,5.096,2.245,1,70064,97439,71.90549985118895,52.29938730898306
intermodal_tree,intermodal,BUS-23688-0,tree,copt-cpu,on,rep2,23643,23643,1.0,20,27345,624894.000001,624846.295662,1,gap,8.168,0.841,5.044,2.258,1,70064,97439,71.90549985118895,51.76572009154445
intermodal_tree,intermodal,BUS-23688-0,tree,copt-cpu,on,rep3,23643,23643,1.0,20,27345,624894.000001,624846.295662,1,gap,8.188,0.83,5.095,2.232,1,70064,97439,71.90549985118895,52.28912447787847
intermodal_tree,intermodal,BUS-23688-0,tree,copt-gpu,off,rep1,23643,23643,1.0,13,27331,624891.00213,624830.570363,1,gap,9.2,2.764,4.972,1.446,0,0,97029,0.0,51.242412062373106
intermodal_tree,intermodal,BUS-23688-0,tree,copt-gpu,off,rep2,23643,23643,1.0,13,27331,624891.00213,624830.570363,1,gap,9.228,2.753,5.012,1.445,0,0,97029,0.0,51.65465994702615
intermodal_tree,intermodal,BUS-23688-0,tree,copt-gpu,on,rep1,23643,23643,1.0,20,27345,624894.000001,624846.295662,1,gap,11.473,4.169,5.056,2.222,1,70064,97439,71.90549985118895,51.888874064799516
intermodal_tree,intermodal,BUS-23688-0,tree,copt-gpu,on,rep2,23643,23643,1.0,20,27345,624894.000001,624846.295662,1,gap,11.469,4.176,5.043,2.225,1,70064,97439,71.90549985118895,51.75545726043986
intermodal_tree,intermodal,BUS-2632-0,tree,copt-cpu,off,rep1,2628,2628,1.0,32,3243,71026.5,71021.87,1,gap,1.715,0.245,0.564,0.896,0,0,16342,0.0,34.512299596132664
intermodal_tree,intermodal,BUS-2632-0,tree,copt-cpu,off,rep2,2628,2628,1.0,32,3243,71026.5,71021.87,1,gap,1.726,0.246,0.564,0.907,0,0,16342,0.0,34.512299596132664
intermodal_tree,intermodal,BUS-2632-0,tree,copt-cpu,off,rep3,2628,2628,1.0,32,3243,71026.5,71021.8686,1,gap,1.718,0.246,0.565,0.897,0,0,16342,0.0,34.57349161669318
intermodal_tree,intermodal,BUS-2632-0,tree,copt-cpu,on,rep1,2628,2628,1.0,24,3237,71026.500108,71022.844422,1,gap,1.338,0.185,0.46,0.684,1,10409,13650,76.25641025641026,33.6996336996337
intermodal_tree,intermodal,BUS-2632-0,tree,copt-cpu,on,rep2,2628,2628,1.0,24,3237,71026.500108,71022.844422,1,gap,1.336,0.186,0.456,0.685,1,10409,13650,76.25641025641026,33.40659340659341
intermodal_tree,intermodal,BUS-2632-0,tree,copt-cpu,on,rep3,2628,2628,1.0,24,3237,71026.500108,71022.844422,1,gap,1.312,0.185,0.44,0.679,1,10409,13650,76.25641025641026,32.234432234432234
intermodal_tree,intermodal,BUS-2632-0,tree,copt-gpu,off,rep1,2628,2628,1.0,32,3243,71026.5,71021.8676,1,gap,6.967,5.147,0.698,1.11,0,0,16342,0.0,42.7120303512422
intermodal_tree,intermodal,BUS-2632-0,tree,copt-gpu,off,rep2,2628,2628,1.0,32,3243,71026.5,71021.8716,1,gap,6.979,5.175,0.68,1.112,0,0,16342,0.0,41.61057398115286
intermodal_tree,intermodal,BUS-2632-0,tree,copt-gpu,on,rep1,2628,2628,1.0,24,3237,71026.500108,71022.844422,1,gap,5.353,3.964,0.559,0.818,1,10409,13650,76.25641025641026,40.95238095238095
intermodal_tree,intermodal,BUS-2632-0,tree,copt-gpu,on,rep2,2628,2628,1.0,24,3237,71026.500108,71022.844422,1,gap,5.373,3.962,0.57,0.831,1,10409,13650,76.25641025641026,41.75824175824176
intermodal_tree,intermodal,BUS-7896-0,tree,copt-cpu,off,rep1,7883,7883,1.0,16,9168,210593.501491,210575.695613,1,gap,2.316,0.275,1.24,0.792,0,0,40322,0.0,30.752442835176826
intermodal_tree,intermodal,BUS-7896-0,tree,copt-cpu,off,rep2,7883,7883,1.0,16,9168,210593.500067,210575.719984,1,gap,2.317,0.279,1.234,0.795,0,0,40322,0.0,30.60364069242597
intermodal_tree,intermodal,BUS-7896-0,tree,copt-cpu,off,rep3,7883,7883,1.0,16,9168,210594.500003,210575.630915,1,gap,2.317,0.274,1.235,0.798,0,0,40322,0.0,30.628441049551114
intermodal_tree,intermodal,BUS-7896-0,tree,copt-cpu,on,rep1,7883,7883,1.0,20,9271,210595.000061,210590.316884,1,gap,2.549,0.329,1.224,0.985,1,30979,40274,76.92059393156876,30.391816059989075
intermodal_tree,intermodal,BUS-7896-0,tree,copt-cpu,on,rep2,7883,7883,1.0,20,9271,210595.000061,210590.316884,1,gap,2.546,0.325,1.221,0.989,1,30979,40274,76.92059393156876,30.317326314744005
intermodal_tree,intermodal,BUS-7896-0,tree,copt-cpu,on,rep3,7883,7883,1.0,20,9271,210595.000061,210590.316884,1,gap,2.565,0.327,1.229,0.998,1,30979,40274,76.92059393156876,30.515965635397528
intermodal_tree,intermodal,BUS-7896-0,tree,copt-gpu,off,rep1,7883,7883,1.0,16,9168,210593.501491,210575.695613,1,gap,4.961,2.818,1.234,0.898,0,0,40322,0.0,30.60364069242597
intermodal_tree,intermodal,BUS-7896-0,tree,copt-gpu,off,rep2,7883,7883,1.0,16,9168,210593.501491,210575.695613,1,gap,5.029,2.833,1.275,0.911,0,0,40322,0.0,31.62045533455682
intermodal_tree,intermodal,BUS-7896-0,tree,copt-gpu,on,rep1,7883,7883,1.0,20,9271,210595.000061,210590.316884,1,gap,5.943,3.49,1.281,1.159,1,30979,40274,76.92059393156876,31.807121219645428
intermodal_tree,intermodal,BUS-7896-0,tree,copt-gpu,on,rep2,7883,7883,1.0,20,9271,210595.000061,210590.316884,1,gap,5.959,3.496,1.287,1.162,1,30979,40274,76.92059393156876,31.956100710135573
intermodal_tree,intermodal,SBT-18765-0,tree,copt-cpu,off,rep1,18745,18745,1.0,9,19686,481107.5,481069.92179,1,gap,9.471,0.189,8.173,1.102,0,0,75755,0.0,107.88726816711768
intermodal_tree,intermodal,SBT-18765-0,tree,copt-cpu,off,rep2,18745,18745,1.0,9,19686,481107.5,481069.92179,1,gap,9.459,0.182,8.175,1.094,0,0,75755,0.0,107.91366906474822
intermodal_tree,intermodal,SBT-18765-0,tree,copt-cpu,off,rep3,18745,18745,1.0,9,19686,481107.5,481069.92179,1,gap,9.402,0.183,8.124,1.088,0,0,75755,0.0,107.24044617516996
intermodal_tree,intermodal,SBT-18765-0,tree,copt-cpu,on,rep1,18745,18745,1.0,7,19675,481113.000002,481098.244188,1,gap,7.049,0.154,6.032,0.857,1,37312,56998,65.46194603319415,105.82827467630443
intermodal_tree,intermodal,SBT-18765-0,tree,copt-cpu,on,rep2,18745,18745,1.0,7,19675,481113.000002,481098.244188,1,gap,7.161,0.152,6.155,0.849,1,37312,56998,65.46194603319415,107.98624513140813
intermodal_tree,intermodal,SBT-18765-0,tree,copt-cpu,on,rep3,18745,18745,1.0,7,19675,481113.000002,481098.244188,1,gap,7.176,0.154,6.178,0.839,1,37312,56998,65.46194603319415,108.38976806203726
intermodal_tree,intermodal,SBT-18765-0,tree,copt-gpu,off,rep1,18745,18745,1.0,9,19686,481107.5,481069.92179,1,gap,11.198,1.759,8.347,1.083,0,0,75755,0.0,110.18414626097287
intermodal_tree,intermodal,SBT-18765-0,tree,copt-gpu,off,rep2,18745,18745,1.0,9,19686,481107.5,481069.92179,1,gap,11.18,1.733,8.354,1.085,0,0,75755,0.0,110.27654940267968
intermodal_tree,intermodal,SBT-18765-0,tree,copt-gpu,on,rep1,18745,18745,1.0,7,19675,481113.000002,481098.244188,1,gap,8.256,1.417,5.985,0.848,1,37312,56998,65.46194603319415,105.0036843398014
intermodal_tree,intermodal,SBT-18765-0,tree,copt-gpu,on,rep2,18745,18745,1.0,7,19675,481113.000002,481098.244188,1,gap,8.413,1.408,6.16,0.839,1,37312,56998,65.46194603319415,108.07396750763185
intermodal_tree,intermodal,SBT-31275-0,tree,copt-cpu,off,rep1,31252,31252,1.0,6,32538,801323.0,801264.5071,1,gap,20.905,0.22,19.527,1.151,0,0,126342,0.0,154.55667948900603
intermodal_tree,intermodal,SBT-31275-0,tree,copt-cpu,off,rep2,31252,31252,1.0,6,32538,801323.0,801264.5071,1,gap,20.611,0.222,19.243,1.139,0,0,126342,0.0,152.30881258805465
intermodal_tree,intermodal,SBT-31275-0,tree,copt-cpu,off,rep3,31252,31252,1.0,6,32538,801323.0,801264.5071,1,gap,20.87,0.214,19.514,1.135,0,0,126342,0.0,154.4537841731174
intermodal_tree,intermodal,SBT-31275-0,tree,copt-cpu,on,rep1,31252,31252,1.0,6,32538,801323.0,801319.663709,1,gap,20.392,0.222,19.037,1.127,1,93804,126342,74.24609393550838,150.67831758243497
intermodal_tree,intermodal,SBT-31275-0,tree,copt-cpu,on,rep2,31252,31252,1.0,6,32538,801323.0,801319.663709,1,gap,20.444,0.219,19.094,1.124,1,93804,126342,74.24609393550838,151.12947396748507
intermodal_tree,intermodal,SBT-31275-0,tree,copt-cpu,on,rep3,31252,31252,1.0,6,32538,801323.0,801319.663709,1,gap,20.399,0.221,19.042,1.13,1,93804,126342,74.24609393550838,150.7178927039306
intermodal_tree,intermodal,SBT-31275-0,tree,copt-gpu,off,rep1,31252,31252,1.0,6,32538,801323.0,801264.5071,1,gap,21.826,1.307,19.386,1.126,0,0,126342,0.0,153.44066106282946
intermodal_tree,intermodal,SBT-31275-0,tree,copt-gpu,off,rep2,31252,31252,1.0,6,32538,801323.0,801264.5071,1,gap,22.195,1.326,19.735,1.126,0,0,126342,0.0,156.20300454322395
intermodal_tree,intermodal,SBT-31275-0,tree,copt-gpu,on,rep1,31252,31252,1.0,6,32538,801323.0,801319.663709,1,gap,21.668,1.321,19.21,1.13,1,93804,126342,74.24609393550838,152.04761678618354
intermodal_tree,intermodal,SBT-31275-0,tree,copt-gpu,on,rep2,31252,31252,1.0,6,32538,801323.0,801319.663709,1,gap,21.479,1.322,19.019,1.13,1,93804,126342,74.24609393550838,150.53584714505072
intermodal_tree,intermodal,SBT-43785-0,tree,copt-cpu,off,rep1,43757,43757,1.0,6,45730,1123600.000001,1123517.013469,1,gap,29.43,0.319,27.47,1.632,0,0,133286,0.0,206.09816484852124
intermodal_tree,intermodal,SBT-43785-0,tree,copt-cpu,off,rep2,43757,43757,1.0,6,45730,1123600.000001,1123517.013469,1,gap,29.399,0.315,27.43,1.645,0,0,133286,0.0,205.7980583107003
intermodal_tree,intermodal,SBT-43785-0,tree,copt-cpu,off,rep3,43757,43757,1.0,6,45730,1123600.000001,1123517.013469,1,gap,29.115,0.315,27.174,1.617,0,0,133286,0.0,203.87737646864636
intermodal_tree,intermodal,SBT-43785-0,tree,copt-cpu,on,rep1,43757,43757,1.0,6,45730,1123600.000001,1123593.83063,1,gap,28.687,0.316,26.701,1.66,1,87555,133286,65.68956979727804,200.32861665891392
intermodal_tree,intermodal,SBT-43785-0,tree,copt-cpu,on,rep2,43757,43757,1.0,6,45730,1123600.000001,1123593.83063,1,gap,28.508,0.318,26.521,1.659,1,87555,133286,65.68956979727804,198.97813723871974
intermodal_tree,intermodal,SBT-43785-0,tree,copt-cpu,on,rep3,43757,43757,1.0,6,45730,1123600.000001,1123593.83063,1,gap,29.017,0.317,27.038,1.652,1,87555,133286,65.68956979727804,202.8570142400552
intermodal_tree,intermodal,SBT-43785-0,tree,copt-gpu,off,rep1,43757,43757,1.0,6,45730,1123600.000001,1123517.013469,1,gap,30.156,1.38,27.123,1.643,0,0,133286,0.0,203.49474063292467
intermodal_tree,intermodal,SBT-43785-0,tree,copt-gpu,off,rep2,43757,43757,1.0,6,45730,1123600.000001,1123517.013469,1,gap,30.268,1.389,27.225,1.645,0,0,133286,0.0,204.26001230436805
intermodal_tree,intermodal,SBT-43785-0,tree,copt-gpu,on,rep1,43757,43757,1.0,6,45730,1123600.000001,1123593.83063,1,gap,29.818,1.412,26.742,1.653,1,87555,133286,65.68956979727804,200.63622586018036
intermodal_tree,intermodal,SBT-43785-0,tree,copt-gpu,on,rep2,43757,43757,1.0,6,45730,1123600.000001,1123593.83063,1,gap,30.046,1.44,26.951,1.644,1,87555,133286,65.68956979727804,202.2042825202947
intermodal_tree,intermodal,SBT-56295-0,tree,copt-cpu,off,rep1,56269,56269,1.0,10,58750,1447869.0,1447747.2042,1,gap,48.842,0.571,44.882,3.365,0,0,171350,0.0,261.9317187044062
intermodal_tree,intermodal,SBT-56295-0,tree,copt-cpu,off,rep2,56269,56269,1.0,10,58750,1447869.0,1447747.2042,1,gap,48.804,0.574,44.838,3.368,0,0,171350,0.0,261.6749343449081
intermodal_tree,intermodal,SBT-56295-0,tree,copt-cpu,off,rep3,56269,56269,1.0,10,58750,1447869.0,1447747.2042,1,gap,49.528,0.564,45.491,3.436,0,0,171350,0.0,265.48584768018674
intermodal_tree,intermodal,SBT-56295-0,tree,copt-cpu,on,rep1,56269,56269,1.0,10,58750,1447869.0,1447845.522451,1,gap,49.088,0.577,45.088,3.399,1,112303,171083,65.64240748642472,263.5445953133859
intermodal_tree,intermodal,SBT-56295-0,tree,copt-cpu,on,rep2,56269,56269,1.0,10,58750,1447869.0,1447845.522451,1,gap,48.022,0.566,44.055,3.377,1,112303,171083,65.64240748642472,257.5065903684177
intermodal_tree,intermodal,SBT-56295-0,tree,copt-cpu,on,rep3,56269,56269,1.0,10,58750,1447869.0,1447845.522451,1,gap,47.803,0.574,43.829,3.377,1,112303,171083,65.64240748642472,256.1855941268273
intermodal_tree,intermodal,SBT-56295-0,tree,copt-gpu,off,rep1,56269,56269,1.0,10,58750,1447869.0,1447747.2042,1,gap,50.961,2.251,45.322,3.364,0,0,171350,0.0,264.4995622993872
intermodal_tree,intermodal,SBT-56295-0,tree,copt-gpu,off,rep2,56269,56269,1.0,10,58750,1447869.0,1447747.2042,1,gap,51.132,2.263,45.483,3.362,0,0,171350,0.0,265.43915961482344
intermodal_tree,intermodal,SBT-56295-0,tree,copt-gpu,on,rep1,56269,56269,1.0,10,58750,1447869.0,1447845.522451,1,gap,49.8,2.252,44.152,3.373,1,112303,171083,65.64240748642472,258.07356663140115
intermodal_tree,intermodal,SBT-56295-0,tree,copt-gpu,on,rep2,56269,56269,1.0,10,58750,1447869.0,1447845.522451,1,gap,49.337,2.252,43.676,3.385,1,112303,171083,65.64240748642472,255.29129136150289
intermodal_tree,intermodal,SBT-6255-0,tree,copt-cpu,off,rep1,6251,6251,1.0,8,6747,160606.000003,160593.921669,1,gap,1.817,0.075,1.279,0.458,0,0,19164,0.0,66.73972030891254
intermodal_tree,intermodal,SBT-6255-0,tree,copt-cpu,off,rep2,6251,6251,1.0,8,6747,160606.000003,160593.921669,1,gap,1.862,0.077,1.323,0.459,0,0,19164,0.0,69.03569192235442
intermodal_tree,intermodal,SBT-6255-0,tree,copt-cpu,off,rep3,6251,6251,1.0,8,6747,160606.000003,160593.921669,1,gap,1.868,0.079,1.322,0.464,0,0,19164,0.0,68.98351074932164
intermodal_tree,intermodal,SBT-6255-0,tree,copt-cpu,on,rep1,6251,6251,1.0,8,6747,160606.000003,160605.166572,1,gap,1.756,0.078,1.214,0.46,1,12416,19164,64.78814443748695,63.347944061782506
intermodal_tree,intermodal,SBT-6255-0,tree,copt-cpu,on,rep2,6251,6251,1.0,8,6747,160606.000003,160605.166572,1,gap,1.82,0.075,1.282,0.459,1,12416,19164,64.78814443748695,66.89626382801086
intermodal_tree,intermodal,SBT-6255-0,tree,copt-cpu,on,rep3,6251,6251,1.0,8,6747,160606.000003,160605.166572,1,gap,1.832,0.077,1.292,0.46,1,12416,19164,64.78814443748695,67.41807555833856
intermodal_tree,intermodal,SBT-6255-0,tree,copt-gpu,off,rep1,6251,6251,1.0,8,6747,160606.000003,160593.921669,1,gap,3.229,1.428,1.298,0.499,0,0,19164,0.0,67.73116259653517
intermodal_tree,intermodal,SBT-6255-0,tree,copt-gpu,off,rep2,6251,6251,1.0,8,6747,160606.000003,160593.921669,1,gap,3.18,1.432,1.248,0.496,0,0,19164,0.0,65.12210394489668
intermodal_tree,intermodal,SBT-6255-0,tree,copt-gpu,on,rep1,6251,6251,1.0,8,6747,160606.000003,160605.166572,1,gap,3.148,1.36,1.279,0.505,1,12416,19164,64.78814443748695,66.73972030891254
